target,n,mean,sd,minimum,q25,median,q75,maximum,proportion_below_minus_0_5,proportion_below_minus_1
MDM2,1208,-0.64678572325353,0.561043046711553,-2.96577383680119,-0.866508829412659,-0.426440076381144,-0.288926124086701,0.236950278787735,0.384105960264901,0.225165562913907
