target,n,mean,sd,minimum,q25,median,q75,maximum,proportion_below_minus_0_5,proportion_below_minus_1
EGFR,1208,-0.237327092477896,0.372565260812265,-2.78407853654533,-0.353337145321446,-0.130298657189183,-0.00127407362239976,0.386961741574286,0.175496688741722,0.0463576158940397
