target,n,mean,sd,minimum,q25,median,q75,maximum,proportion_below_minus_0_5,proportion_below_minus_1
PARP1,1208,-0.209285038919883,0.156302638494075,-1.01171061726695,-0.289657968273275,-0.197242707311099,-0.109723250642288,0.406582000839202,0.0413907284768212,0.000827814569536424
