term,modality,gene,role,label,selected_count,models_evaluated,selection_frequency,positive_count,negative_count,direction_concordance,median_selected_coefficient,full_discovery_coefficient,stable,near_miss
copy_number__STARD6,copy_number,STARD6,genome_wide_candidate,STARD6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__THADA,copy_number,THADA,genome_wide_candidate,THADA copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR10T2,copy_number,OR10T2,genome_wide_candidate,OR10T2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PCDHB2,copy_number,PCDHB2,genome_wide_candidate,PCDHB2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MTUS1,copy_number,MTUS1,genome_wide_candidate,MTUS1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ABR,copy_number,ABR,genome_wide_candidate,ABR copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EGR3,copy_number,EGR3,genome_wide_candidate,EGR3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FAM156A,copy_number,FAM156A,genome_wide_candidate,FAM156A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NIPAL2,copy_number,NIPAL2,genome_wide_candidate,NIPAL2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GREB1L,copy_number,GREB1L,genome_wide_candidate,GREB1L copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__VANGL2,copy_number,VANGL2,genome_wide_candidate,VANGL2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ANO9,copy_number,ANO9,genome_wide_candidate,ANO9 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC36A1,copy_number,SLC36A1,genome_wide_candidate,SLC36A1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KRBOX5,copy_number,KRBOX5,genome_wide_candidate,KRBOX5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__XPO6,copy_number,XPO6,genome_wide_candidate,XPO6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MFAP3L,copy_number,MFAP3L,genome_wide_candidate,MFAP3L copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RAD18,copy_number,RAD18,genome_wide_candidate,RAD18 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CC2D1A,copy_number,CC2D1A,genome_wide_candidate,CC2D1A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TFDP1,copy_number,TFDP1,genome_wide_candidate,TFDP1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SPRR2F,copy_number,SPRR2F,genome_wide_candidate,SPRR2F copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__D2HGDH,copy_number,D2HGDH,genome_wide_candidate,D2HGDH copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZNF771,copy_number,ZNF771,genome_wide_candidate,ZNF771 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LRRC51,copy_number,LRRC51,genome_wide_candidate,LRRC51 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__STK17B,copy_number,STK17B,genome_wide_candidate,STK17B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LDLRAD1,copy_number,LDLRAD1,genome_wide_candidate,LDLRAD1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SEPHS2,copy_number,SEPHS2,genome_wide_candidate,SEPHS2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NPHP4,copy_number,NPHP4,genome_wide_candidate,NPHP4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__AMELX,copy_number,AMELX,genome_wide_candidate,AMELX copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__C11orf42,copy_number,C11orf42,genome_wide_candidate,C11orf42 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000284931,copy_number,ENSG00000284931,genome_wide_candidate,ENSG00000284931 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GLOD5,copy_number,GLOD5,genome_wide_candidate,GLOD5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FCGR2B,copy_number,FCGR2B,genome_wide_candidate,FCGR2B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GMNC,copy_number,GMNC,genome_wide_candidate,GMNC copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CKS1B,copy_number,CKS1B,genome_wide_candidate,CKS1B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ELANE,copy_number,ELANE,genome_wide_candidate,ELANE copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ALKBH5,copy_number,ALKBH5,genome_wide_candidate,ALKBH5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SETDB1,copy_number,SETDB1,genome_wide_candidate,SETDB1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__AGA,copy_number,AGA,genome_wide_candidate,AGA copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FJX1,copy_number,FJX1,genome_wide_candidate,FJX1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__APCS,copy_number,APCS,genome_wide_candidate,APCS copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ATP2A1,copy_number,ATP2A1,genome_wide_candidate,ATP2A1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PRDM14,copy_number,PRDM14,genome_wide_candidate,PRDM14 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__C20orf96,copy_number,C20orf96,genome_wide_candidate,C20orf96 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EIF4A2,copy_number,EIF4A2,genome_wide_candidate,EIF4A2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MBD2,copy_number,MBD2,genome_wide_candidate,MBD2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GOLIM4,copy_number,GOLIM4,genome_wide_candidate,GOLIM4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__WNT9A,copy_number,WNT9A,genome_wide_candidate,WNT9A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NUCB2,copy_number,NUCB2,genome_wide_candidate,NUCB2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GPM6B,copy_number,GPM6B,genome_wide_candidate,GPM6B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CCL18,copy_number,CCL18,genome_wide_candidate,CCL18 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KCNJ18,copy_number,KCNJ18,genome_wide_candidate,KCNJ18 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__UBFD1,copy_number,UBFD1,genome_wide_candidate,UBFD1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MRPL28,copy_number,MRPL28,genome_wide_candidate,MRPL28 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MSLNL,copy_number,MSLNL,genome_wide_candidate,MSLNL copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MORC3,copy_number,MORC3,genome_wide_candidate,MORC3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR56A3,copy_number,OR56A3,genome_wide_candidate,OR56A3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PCLAF,copy_number,PCLAF,genome_wide_candidate,PCLAF copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EXOSC10,copy_number,EXOSC10,genome_wide_candidate,EXOSC10 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RPRD2,copy_number,RPRD2,genome_wide_candidate,RPRD2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC22A4,copy_number,SLC22A4,genome_wide_candidate,SLC22A4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CPN2,copy_number,CPN2,genome_wide_candidate,CPN2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ING5,copy_number,ING5,genome_wide_candidate,ING5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MYO5C,copy_number,MYO5C,genome_wide_candidate,MYO5C copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LALBA,copy_number,LALBA,genome_wide_candidate,LALBA copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000256407,copy_number,ENSG00000256407,genome_wide_candidate,ENSG00000256407 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GDPD3,copy_number,GDPD3,genome_wide_candidate,GDPD3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TRIM64C,copy_number,TRIM64C,genome_wide_candidate,TRIM64C copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MPC1L,copy_number,MPC1L,genome_wide_candidate,MPC1L copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MS4A2,copy_number,MS4A2,genome_wide_candidate,MS4A2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SELENOI,copy_number,SELENOI,genome_wide_candidate,SELENOI copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000259316,copy_number,ENSG00000259316,genome_wide_candidate,ENSG00000259316 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TNFRSF10B,copy_number,TNFRSF10B,genome_wide_candidate,TNFRSF10B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__BANF1,copy_number,BANF1,genome_wide_candidate,BANF1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__COA3,copy_number,COA3,genome_wide_candidate,COA3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ANGPT1,copy_number,ANGPT1,genome_wide_candidate,ANGPT1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RNF112,copy_number,RNF112,genome_wide_candidate,RNF112 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RHBDL3,copy_number,RHBDL3,genome_wide_candidate,RHBDL3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__STK39,copy_number,STK39,genome_wide_candidate,STK39 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LZTS3,copy_number,LZTS3,genome_wide_candidate,LZTS3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RNPEPL1,copy_number,RNPEPL1,genome_wide_candidate,RNPEPL1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TTC9B,copy_number,TTC9B,genome_wide_candidate,TTC9B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CDR1,copy_number,CDR1,genome_wide_candidate,CDR1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SPRR2A,copy_number,SPRR2A,genome_wide_candidate,SPRR2A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EPHA8,copy_number,EPHA8,genome_wide_candidate,EPHA8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CTSK,copy_number,CTSK,genome_wide_candidate,CTSK copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PKP2,copy_number,PKP2,genome_wide_candidate,PKP2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CXCL16,copy_number,CXCL16,genome_wide_candidate,CXCL16 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TRIM61,copy_number,TRIM61,genome_wide_candidate,TRIM61 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TBX15,copy_number,TBX15,genome_wide_candidate,TBX15 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MED16,copy_number,MED16,genome_wide_candidate,MED16 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CSNK2B,copy_number,CSNK2B,genome_wide_candidate,CSNK2B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TAMM41,copy_number,TAMM41,genome_wide_candidate,TAMM41 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OVOL2,copy_number,OVOL2,genome_wide_candidate,OVOL2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ATAD2B,copy_number,ATAD2B,genome_wide_candidate,ATAD2B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CNOT11,copy_number,CNOT11,genome_wide_candidate,CNOT11 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000248235,copy_number,ENSG00000248235,genome_wide_candidate,ENSG00000248235 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PLEKHO1,copy_number,PLEKHO1,genome_wide_candidate,PLEKHO1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZNF516,copy_number,ZNF516,genome_wide_candidate,ZNF516 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RASSF3,copy_number,RASSF3,genome_wide_candidate,RASSF3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PTBP1,copy_number,PTBP1,genome_wide_candidate,PTBP1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC6A17,copy_number,SLC6A17,genome_wide_candidate,SLC6A17 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PFN4,copy_number,PFN4,genome_wide_candidate,PFN4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PODN,copy_number,PODN,genome_wide_candidate,PODN copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ATG12,copy_number,ATG12,genome_wide_candidate,ATG12 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RNF25,copy_number,RNF25,genome_wide_candidate,RNF25 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TMEM185A,copy_number,TMEM185A,genome_wide_candidate,TMEM185A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PABPC1,copy_number,PABPC1,genome_wide_candidate,PABPC1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PLSCR3,copy_number,PLSCR3,genome_wide_candidate,PLSCR3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CA14,copy_number,CA14,genome_wide_candidate,CA14 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KLHL22,copy_number,KLHL22,genome_wide_candidate,KLHL22 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LRPAP1,copy_number,LRPAP1,genome_wide_candidate,LRPAP1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SMYD2,copy_number,SMYD2,genome_wide_candidate,SMYD2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SYBU,copy_number,SYBU,genome_wide_candidate,SYBU copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__AADACL4,copy_number,AADACL4,genome_wide_candidate,AADACL4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DUSP2,copy_number,DUSP2,genome_wide_candidate,DUSP2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LILRA4,copy_number,LILRA4,genome_wide_candidate,LILRA4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000258461,copy_number,ENSG00000258461,genome_wide_candidate,ENSG00000258461 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RFX8,copy_number,RFX8,genome_wide_candidate,RFX8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DGUOK,copy_number,DGUOK,genome_wide_candidate,DGUOK copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FAM111B,copy_number,FAM111B,genome_wide_candidate,FAM111B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PUDP,copy_number,PUDP,genome_wide_candidate,PUDP copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ARHGAP6,copy_number,ARHGAP6,genome_wide_candidate,ARHGAP6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LAIR2,copy_number,LAIR2,genome_wide_candidate,LAIR2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__IGFBP5,copy_number,IGFBP5,genome_wide_candidate,IGFBP5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__BRME1,copy_number,BRME1,genome_wide_candidate,BRME1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PIM1,copy_number,PIM1,genome_wide_candidate,PIM1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PITPNM1,copy_number,PITPNM1,genome_wide_candidate,PITPNM1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ALDOC,copy_number,ALDOC,genome_wide_candidate,ALDOC copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PCNA,copy_number,PCNA,genome_wide_candidate,PCNA copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DNAH9,copy_number,DNAH9,genome_wide_candidate,DNAH9 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__VPS26C,copy_number,VPS26C,genome_wide_candidate,VPS26C copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DNPH1,copy_number,DNPH1,genome_wide_candidate,DNPH1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CHRNA7,copy_number,CHRNA7,genome_wide_candidate,CHRNA7 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CILP,copy_number,CILP,genome_wide_candidate,CILP copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CDH6,copy_number,CDH6,genome_wide_candidate,CDH6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__COPS7B,copy_number,COPS7B,genome_wide_candidate,COPS7B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EIF2S3,copy_number,EIF2S3,genome_wide_candidate,EIF2S3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ADISSP,copy_number,ADISSP,genome_wide_candidate,ADISSP copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KRTAP5-8,copy_number,KRTAP5-8,genome_wide_candidate,KRTAP5-8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PRSS23,copy_number,PRSS23,genome_wide_candidate,PRSS23 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FAM110C,copy_number,FAM110C,genome_wide_candidate,FAM110C copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DUSP21,copy_number,DUSP21,genome_wide_candidate,DUSP21 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PREB,copy_number,PREB,genome_wide_candidate,PREB copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GAS2L3,copy_number,GAS2L3,genome_wide_candidate,GAS2L3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RSRC1,copy_number,RSRC1,genome_wide_candidate,RSRC1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ABRA,copy_number,ABRA,genome_wide_candidate,ABRA copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LRTOMT,copy_number,LRTOMT,genome_wide_candidate,LRTOMT copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EEF2K,copy_number,EEF2K,genome_wide_candidate,EEF2K copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PNPT1,copy_number,PNPT1,genome_wide_candidate,PNPT1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TMEM33,copy_number,TMEM33,genome_wide_candidate,TMEM33 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC30A3,copy_number,SLC30A3,genome_wide_candidate,SLC30A3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GLRA1,copy_number,GLRA1,genome_wide_candidate,GLRA1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR52E6,copy_number,OR52E6,genome_wide_candidate,OR52E6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC6A8,copy_number,SLC6A8,genome_wide_candidate,SLC6A8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TPO,copy_number,TPO,genome_wide_candidate,TPO copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZNF845,copy_number,ZNF845,genome_wide_candidate,ZNF845 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OSCP1,copy_number,OSCP1,genome_wide_candidate,OSCP1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MRPL14,copy_number,MRPL14,genome_wide_candidate,MRPL14 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TRIP4,copy_number,TRIP4,genome_wide_candidate,TRIP4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RAB24,copy_number,RAB24,genome_wide_candidate,RAB24 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KCTD1,copy_number,KCTD1,genome_wide_candidate,KCTD1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RPS26,copy_number,RPS26,genome_wide_candidate,RPS26 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CIMIP6,copy_number,CIMIP6,genome_wide_candidate,CIMIP6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR6C75,copy_number,OR6C75,genome_wide_candidate,OR6C75 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FBXO44,copy_number,FBXO44,genome_wide_candidate,FBXO44 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC14A1,copy_number,SLC14A1,genome_wide_candidate,SLC14A1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PTPN7,copy_number,PTPN7,genome_wide_candidate,PTPN7 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SMCR8,copy_number,SMCR8,genome_wide_candidate,SMCR8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__COQ5,copy_number,COQ5,genome_wide_candidate,COQ5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__HRH1,copy_number,HRH1,genome_wide_candidate,HRH1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR6K3,copy_number,OR6K3,genome_wide_candidate,OR6K3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NOP10,copy_number,NOP10,genome_wide_candidate,NOP10 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__VPS37A,copy_number,VPS37A,genome_wide_candidate,VPS37A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CABP2,copy_number,CABP2,genome_wide_candidate,CABP2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000264813,copy_number,ENSG00000264813,genome_wide_candidate,ENSG00000264813 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FARP2,copy_number,FARP2,genome_wide_candidate,FARP2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ATP1A4,copy_number,ATP1A4,genome_wide_candidate,ATP1A4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OXGR1,copy_number,OXGR1,genome_wide_candidate,OXGR1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CWC27,copy_number,CWC27,genome_wide_candidate,CWC27 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OXCT1,copy_number,OXCT1,genome_wide_candidate,OXCT1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RAB9A,copy_number,RAB9A,genome_wide_candidate,RAB9A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KCNJ10,copy_number,KCNJ10,genome_wide_candidate,KCNJ10 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RPL9,copy_number,RPL9,genome_wide_candidate,RPL9 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ANKH,copy_number,ANKH,genome_wide_candidate,ANKH copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KLC4,copy_number,KLC4,genome_wide_candidate,KLC4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MAK16,copy_number,MAK16,genome_wide_candidate,MAK16 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__B3GALT2,copy_number,B3GALT2,genome_wide_candidate,B3GALT2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__COX7A2L,copy_number,COX7A2L,genome_wide_candidate,COX7A2L copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__COX6C,copy_number,COX6C,genome_wide_candidate,COX6C copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KCNE2,copy_number,KCNE2,genome_wide_candidate,KCNE2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__IGSF11,copy_number,IGSF11,genome_wide_candidate,IGSF11 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PERCC1,copy_number,PERCC1,genome_wide_candidate,PERCC1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TAMALIN,copy_number,TAMALIN,genome_wide_candidate,TAMALIN copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CPD,copy_number,CPD,genome_wide_candidate,CPD copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ATP10D,copy_number,ATP10D,genome_wide_candidate,ATP10D copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NUDT17,copy_number,NUDT17,genome_wide_candidate,NUDT17 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KIDINS220,copy_number,KIDINS220,genome_wide_candidate,KIDINS220 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ADRA1D,copy_number,ADRA1D,genome_wide_candidate,ADRA1D copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CLCC1,copy_number,CLCC1,genome_wide_candidate,CLCC1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TTI2,copy_number,TTI2,genome_wide_candidate,TTI2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PIP5K1C,copy_number,PIP5K1C,genome_wide_candidate,PIP5K1C copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000214265,copy_number,ENSG00000214265,genome_wide_candidate,ENSG00000214265 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DCTD,copy_number,DCTD,genome_wide_candidate,DCTD copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__POLI,copy_number,POLI,genome_wide_candidate,POLI copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RBM3,copy_number,RBM3,genome_wide_candidate,RBM3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PABPC4L,copy_number,PABPC4L,genome_wide_candidate,PABPC4L copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EPS8,copy_number,EPS8,genome_wide_candidate,EPS8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__APCDD1,copy_number,APCDD1,genome_wide_candidate,APCDD1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
