target,n,mean,sd,minimum,q25,median,q75,maximum,proportion_below_minus_0_5,proportion_below_minus_1
SOX10,1208,-0.39408284820832,0.444376375590917,-3.7133724747883,-0.435273787029519,-0.306396708400193,-0.203449266732891,0.39020786363936,0.167218543046358,0.054635761589404
