family,modality,gene,feature,estimate_type,lineage,n,altered_n,reference_n,estimate,std_error,statistic,p_value,conf_low,conf_high,estimable,reason,fdr
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Lung,100,,,0.0388355724423135,0.0278408257119888,1.3949145346501,0.16619517750655,-0.0164136400897712,0.0940847849743981,TRUE,Estimated,0.884085210004604
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Pancreas,46,,,-0.0486515043295206,0.034585641615842,-1.40669659594332,0.166541562662805,-0.118354284983421,0.0210512763243803,TRUE,Estimated,0.884085210004604
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Pancreas,31,,,-0.0315097035075855,0.0222224163959139,-1.41792426827981,0.16686941209922,-0.0769596482403244,0.0139402412251534,TRUE,Estimated,0.884085210004604
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,CNS/Brain,84,,,-0.444265326641163,0.319376010356179,-1.39104163191751,0.167975835229113,-1.07960595074695,0.191075297464626,TRUE,Estimated,0.884085210004604
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Pleura,21,,,-0.146803127969653,0.103384115484701,-1.41997759792583,0.171815222739686,-0.363188568522859,0.0695823125835531,TRUE,Estimated,0.884085210004604
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,CNS/Brain,84,,,-0.116775589365223,0.0850132980497671,-1.37361556420105,0.173304853080179,-0.285894120779007,0.0523429420485614,TRUE,Estimated,0.884085210004604
prespecified_hypothesis,mutation,PTEN,PTEN damaging mutation,Altered minus reference,CNS/Brain,91,30,61,0.097764370830474,0.072733759339487,1.3441402138195,0.182319378160485,-0.0467560597121027,0.242284801373051,TRUE,Estimated,0.884085210004604
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Ovary/Fallopian Tube,38,,,-0.0517920077990576,0.0381495388577646,-1.35760508120838,0.183038786639219,-0.129162858696661,0.0255788430985454,TRUE,Estimated,0.884085210004604
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,CNS/Brain,67,,,-0.0603361628799463,0.0450668713813751,-1.33881410070284,0.185294859146406,-0.150340920128317,0.0296685943684245,TRUE,Estimated,0.884085210004604
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Ovary/Fallopian Tube,56,,,0.0338711945803514,0.0254768512092053,1.32948904486725,0.189276012464609,-0.0172068167372331,0.0849492058979358,TRUE,Estimated,0.884085210004604
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,CNS/Brain,84,,,-0.0655413101878252,0.0496725308405013,-1.31946790467107,0.190685045295111,-0.164355797568773,0.0332731771931228,TRUE,Estimated,0.884085210004604
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Liver,25,,,0.0421608785112802,0.031663503886655,1.33152915300222,0.196062119427946,-0.0233400697763817,0.107661826798942,TRUE,Estimated,0.888814941406687
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Liver,25,,,-0.0352550414518867,0.027439688076812,-1.28481932277062,0.211644817793661,-0.0920183610195086,0.0215082781157351,TRUE,Estimated,0.889624930311696
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,CNS/Brain,67,,,-0.135034286843458,0.107624496254038,-1.25467985025194,0.214087777977356,-0.349975248183991,0.0799066744970758,TRUE,Estimated,0.889624930311696
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Head and Neck,43,,,-0.0330355270578064,0.0262861440119782,-1.25676580949844,0.21595150665533,-0.0861214718449186,0.0200504177293058,TRUE,Estimated,0.889624930311696
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Esophagus/Stomach,62,,,0.477538597451537,0.383230616309359,1.24608676115284,0.217576097076574,-0.289036769681257,1.24411396458433,TRUE,Estimated,0.889624930311696
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Lymphoid,94,,,-0.262053819916735,0.211351413248711,-1.23989622727698,0.218167024113574,-0.681815969838284,0.157708330004813,TRUE,Estimated,0.889624930311696
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Uterus,34,,,0.0602293245193649,0.0484020275367286,1.24435540378265,0.222406232577924,-0.0383623792612716,0.158821028300001,TRUE,Estimated,0.889624930311696
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Pancreas,46,,,0.850204839335438,0.698940404157639,1.21641964647916,0.230310391763411,-0.558416987672488,2.25882666634336,TRUE,Estimated,0.903525383071842
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Breast,51,,,-0.0474548057594772,0.0396215267962158,-1.1977026025158,0.236794497204463,-0.127077244866405,0.0321676333474506,TRUE,Estimated,0.905855733072221
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Esophagus/Stomach,46,,,0.035231114938252,0.0295649040854909,1.19165328040221,0.239785341107353,-0.0243530340971864,0.0948152639736904,TRUE,Estimated,0.905855733072221
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Esophagus/Stomach,62,,,0.0317758625448681,0.0283789450396232,1.11969851241835,0.267304559786337,-0.0249904794089526,0.0885422044986889,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Biliary Tract,34,,,0.0479147785433487,0.0429815933334976,1.11477436798525,0.273249742285446,-0.039635862072695,0.135465419159392,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Head and Neck,43,,,-0.0260349710650706,0.0235583403900921,-1.10512755287381,0.275547489945244,-0.0736120046784655,0.0215420625483242,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Soft Tissue,49,,,-0.195646880073642,0.180402530752252,-1.08450185957937,0.283674190429508,-0.558569959967326,0.167276199820042,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Breast,40,,,0.0626847572803739,0.0580173105602136,1.08044920860846,0.286751992772442,-0.0547651476235909,0.180134662184339,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Soft Tissue,49,,,-0.233445905296896,0.216834189776341,-1.07661022248239,0.287149757026084,-0.669660029631729,0.202768219037937,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Head and Neck,63,,,0.0499875941868102,0.0469173457242901,1.06543951741351,0.290876179726797,-0.0438294368688417,0.143804625242462,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,CNS/Brain,84,,,-0.0390327841908094,0.0368624879444123,-1.05887546846186,0.292765720500276,-0.112364015520852,0.0342984471392331,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Bone,49,,,0.519489779520106,0.496239259237287,1.04685344790848,0.300521158029915,-0.478814842790792,1.517794401831,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Breast,51,,,-0.12972752283474,0.124465177183073,-1.04227966223779,0.302397340565865,-0.379849660786746,0.120394615117267,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Ovary/Fallopian Tube,56,,,-0.0217351007200311,0.0210803859807013,-1.03105800529123,0.307109619841356,-0.063998729959749,0.0205285285196868,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Biliary Tract,34,,,1.22227185888061,1.18980732086162,1.02728554233091,0.311989018291444,-1.20128634527534,3.64583006303657,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Pleura,21,,,0.0517741055938117,0.0502903323886732,1.0295041439311,0.316171132776692,-0.0534847697998707,0.157032980987494,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,20,,,0.0752759710848883,0.0759909551338675,0.990591195390035,0.335015487289221,-0.0843751014148218,0.234927043584598,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Kidney,32,,,-0.0355164035438691,0.0366327371130888,-0.969526340175634,0.340034793319054,-0.110330433548855,0.0392976264611163,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,34,,,0.0419497319890568,0.0434625629755411,0.965192319943587,0.341686575489355,-0.0465806117280573,0.130480075706171,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,mutation,PTEN,PTEN damaging mutation,Altered minus reference,Uterus,34,19,15,-0.0667719793608245,0.0705894247569742,-0.945920434834362,0.351277576204283,-0.210557932343973,0.0770139736223242,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Bone,49,,,0.0476671231180879,0.0507532527083098,0.939193461984426,0.352433283296927,-0.0544352515587839,0.14976949779496,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Head and Neck,63,,,0.02601625059205,0.0282597100101049,0.920612794071394,0.360879172151051,-0.0304925320492733,0.0825250332333734,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Breast,51,,,-0.358009192412098,0.391195748417536,-0.915166368398214,0.364586161687214,-1.14414648130222,0.428128096478022,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Head and Neck,63,,,0.0242213912480971,0.0267136380253215,0.906705077950745,0.368130618737524,-0.0291958293883534,0.0776386118845475,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Soft Tissue,49,,,-0.503882303568736,0.566186875190726,-0.889957584055613,0.378021535745051,-1.64290337873198,0.635138771594506,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Soft Tissue,49,,,0.0885688028084993,0.102135629568774,0.867168520744869,0.390255548920437,-0.116901581090298,0.294039186707297,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Pancreas,46,,,-0.0469623689639771,0.0544000638738527,-0.863277827630448,0.392666149314363,-0.156598493743009,0.0626737558150551,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Lung,123,,,-0.0125064302811416,0.0148478608798428,-0.842305190111265,0.401278937521954,-0.0419016872017756,0.0168888266394923,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,20,,,0.0853987589295851,0.100084255434796,0.853268664072957,0.40472233779579,-0.124870459194492,0.295667977053662,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Soft Tissue,42,,,-0.103943870411145,0.123533424470773,-0.841423046891547,0.405113355087447,-0.353614234489284,0.145726493666994,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Myeloid,43,,,0.020343604151434,0.0247114456138375,0.82324621834517,0.415130928221417,-0.0295621727045446,0.0702493810074127,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Kidney,32,,,-0.0769918851894721,0.093559725579926,-0.822916962531059,0.417048791501672,-0.268066335760457,0.114082565381513,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Bone,50,,,-0.0200030023996788,0.0244545833310896,-0.817965373969329,0.417419038334078,-0.0691722376283857,0.0291662328290281,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,mutation,CDKN2A,CDKN2A damaging mutation,Altered minus reference,Head and Neck,77,29,48,0.0274178434725841,0.0337524881705274,0.812320660155812,0.419178587659886,-0.0398205609148588,0.0946562478600269,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Ovary/Fallopian Tube,56,,,-0.019873287167746,0.0244510916236579,-0.812777092885187,0.419914874555033,-0.0688947743376063,0.0291482000021142,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Pleura,21,,,0.119333007892361,0.14605681087894,0.817031449435597,0.424037367691147,-0.186367410587426,0.425033426372149,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Lung,100,,,-0.013169182990486,0.0165301337659691,-0.796677339514199,0.42756427398422,-0.0459726954677234,0.0196343294867513,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Bone,49,,,0.0124414148236783,0.0156048664189274,0.797277880481433,0.429299199137523,-0.018951527162619,0.0438343568099756,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Soft Tissue,42,,,-0.0937020739760835,0.12018974663486,-0.779617867576948,0.440204501027631,-0.336614613066946,0.149210465114779,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Kidney,32,,,-0.0406138621626809,0.0520793509465216,-0.779845781956573,0.441591109955677,-0.146974086142808,0.0657463618174459,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Esophagus/Stomach,46,,,0.0258356271284523,0.0335800796516241,0.769373610678817,0.44578225876804,-0.0418405765486698,0.0935118308055745,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Myeloid,39,,,0.0711706729644696,0.0926339946105037,0.768299729097504,0.447185329555725,-0.116523628735612,0.258864974664551,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Esophagus/Stomach,46,,,0.0259093718563114,0.0340578302144298,0.760746403783938,0.450866320585846,-0.0427296748137615,0.0945484185263843,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Liver,25,,,0.0258061374602494,0.033645063070181,0.767011118582832,0.450877005599555,-0.0437939783129093,0.0954062532334081,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Pancreas,46,,,0.0484985364261564,0.0639300682850288,0.758618561299328,0.452125471434743,-0.0803440502274664,0.177341123079779,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Uterus,34,,,0.47671568504039,0.630162175873821,0.756496824613992,0.454885162897479,-0.806882662784365,1.76031403286514,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Uterus,34,,,-0.0330064810416188,0.044003303647059,-0.750090977403804,0.458679765316263,-0.122638277462713,0.0566253153794751,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Breast,51,,,-0.0347614245165801,0.0470894302990024,-0.738200150136803,0.463913849953898,-0.129391177575979,0.0598683285428185,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,CNS/Brain,67,,,-0.107387688559601,0.14849665158616,-0.723165724025047,0.47217240207287,-0.403955980711601,0.189180603592399,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Peripheral Nervous System,36,,,-0.0402743334547796,0.0560842518380782,-0.718104140375381,0.477598842816551,-0.154251246311906,0.0737025794023471,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Lung,123,,,-0.013163078349408,0.0185015273653666,-0.711459010354371,0.478169189380043,-0.0497917317783623,0.0234655750795462,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Peripheral Nervous System,36,,,-0.0325067081756971,0.0457367411895181,-0.710735118643455,0.482095748160758,-0.125454949332181,0.0604415329807865,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,CNS/Brain,84,,,-0.0198597729671863,0.0287900319205912,-0.689814204512296,0.492258680746598,-0.0771323177273726,0.0374127717930001,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Soft Tissue,49,,,-0.117782963319088,0.175626574624296,-0.670644312064114,0.505729503505136,-0.471098058778367,0.235532132140192,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Bowel,59,,,-0.0358515150937369,0.054119087565648,-0.662456015176679,0.510348815975372,-0.144223118632292,0.0725200884448186,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Kidney,32,,,0.398983108425669,0.608847312616395,0.655308975104319,0.517262785637178,-0.844448988223825,1.64241520507516,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,34,,,0.0568154344029654,0.0888676497419003,0.639326397940931,0.527161156862174,-0.124202044511245,0.237832913317176,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Ovary/Fallopian Tube,56,,,0.26054655469877,0.42364842758554,0.615006542532635,0.541133518742342,-0.588817403240916,1.10991051263846,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Uterus,34,,,-0.0225873979462138,0.0366688424013968,-0.615983392629634,0.542262608895107,-0.0972793856997025,0.052104589807275,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Pancreas,46,,,0.028149407734032,0.0461773247220548,0.609593732496753,0.545266236220758,-0.0649148751853576,0.121213690653422,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Head and Neck,63,,,0.0181843750617492,0.0299453055448331,0.607252947695731,0.545936951743397,-0.0416949641655788,0.0780637142890772,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Lung,100,,,-0.0113182081756103,0.0187572188232158,-0.603405455909156,0.547633054142037,-0.048541298467376,0.0259048821161553,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Soft Tissue,49,,,-0.0877749941071018,0.145673547313817,-0.602545868660785,0.549707148192218,-0.380832371017037,0.205282382802833,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Soft Tissue,42,,,0.086629508518436,0.14565963476398,0.594739295198744,0.555367320473956,-0.207759594664044,0.381018611700916,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Bowel,59,,,-0.0173090078753501,0.0293464102075038,-0.589816872079441,0.557644361782254,-0.0760741806700615,0.0414561649193613,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Lymphoid,74,,,0.0215975392341137,0.0374987449123759,0.575953656171189,0.566442486399044,-0.0531548425442549,0.0963499210124822,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Bowel,41,,,0.0190209617170876,0.0335819988496116,0.566403500943114,0.574364748618041,-0.0489050424327067,0.0869469658668819,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Skin,50,,,-0.0448510415666789,0.0794952176869594,-0.564197984126489,0.575246373838417,-0.204686889312984,0.114984806179626,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Kidney,25,,,0.0455977758024523,0.0807242237375657,0.564858647023854,0.577638294426365,-0.121393003977433,0.212588555582338,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Lymphoid,74,,,0.0303490701645491,0.054678844747419,0.555042271005216,0.580586086479991,-0.0786512147065916,0.13934935503569,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Kidney,25,,,-0.0158561012253114,0.0283247061436647,-0.559797554293706,0.581029099515662,-0.0744502201522865,0.0427380177016637,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Soft Tissue,49,,,-0.0245656412667786,0.0446206644898452,-0.550544048315758,0.584553680927505,-0.114330839770543,0.0651995572369861,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Kidney,32,,,0.0875591772844247,0.161317071554974,0.542776883068982,0.591293475142707,-0.241894234683475,0.417012589252324,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Peripheral Nervous System,40,,,-0.0774756808114986,0.14395000326218,-0.538212428313671,0.593569139847394,-0.368887227310564,0.213935865687567,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Peripheral Nervous System,40,,,-0.119968068784963,0.229556134277603,-0.522608856271663,0.604280291370249,-0.584680167306735,0.34474402973681,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Biliary Tract,34,,,0.511445379268675,1.01371183420401,0.504527383435621,0.617347521519213,-1.55341805648158,2.57630881501893,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Pancreas,31,,,-0.0391685573397409,0.0778595921522762,-0.503066561961124,0.618717059830474,-0.198409303133939,0.120072188454457,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Biliary Tract,34,,,-0.0260283579003975,0.0523192340009306,-0.497491188420966,0.622244122150471,-0.132599150141185,0.0805424343403894,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Bowel,59,,,-0.0444672560642008,0.090095667831393,-0.493555984816249,0.623516212822642,-0.224880718928321,0.13594620679992,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Myeloid,43,,,0.0382394477632181,0.0784006359877127,0.487744101581155,0.628329217596829,-0.120093848722628,0.196572744249065,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Peripheral Nervous System,40,,,-0.0527988807049762,0.108348275008988,-0.487307072499274,0.628840220474684,-0.272138496303101,0.166540734893148,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Bowel,41,,,-0.0451871805651293,0.0927864017754813,-0.487002186747907,0.6289828249185,-0.232865392939278,0.14249103180902,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Breast,51,,,0.014938812024132,0.0307822771843749,0.485305617081343,0.629622432047047,-0.0469204899480361,0.0767981139963001,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Bowel,59,,,-0.0227116952190958,0.0496866301082759,-0.457098723934446,0.649337467841311,-0.122207455799487,0.0767840653612953,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Lung,123,,,0.133944543024952,0.299743577326913,0.446863763418912,0.655772236029881,-0.459476929410596,0.7273660154605,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,CNS/Brain,84,,,-0.0271469968749486,0.0613535545185463,-0.442468200709422,0.659315359483051,-0.149198761424983,0.094904767675086,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Bowel,41,,,0.0127729346561541,0.0287854927505512,0.44372819207375,0.659691285360622,-0.0454512201591697,0.0709970894714779,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Bowel,59,,,-0.0146190570703123,0.0337269715995521,-0.433453001469791,0.666321726465785,-0.0821561527449041,0.0529180386042796,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Lung,123,,,-0.00954541865807936,0.0224000348792035,-0.426134097984887,0.6707672298339,-0.0538921959907827,0.034801358674624,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,mutation,CDKN2A,CDKN2A damaging mutation,Altered minus reference,Lung,126,20,106,0.0149314728117192,0.0351146302438755,0.425220846923868,0.671412706830298,-0.0545702166319145,0.084433162255353,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Peripheral Nervous System,40,,,0.0331634021197952,0.0783468120204819,0.423289745486076,0.674470061397352,-0.125441426895576,0.191768231135167,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Pleura,21,,,-0.0529039178807417,0.1258689155003,-0.420309634594536,0.678974530966953,-0.316350585725157,0.210542749963673,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Bowel,59,,,-0.0145420112579262,0.0354323168706419,-0.41041660671011,0.683039041695189,-0.0854940019340406,0.0564099794181882,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Lung,123,,,-0.00778826140327586,0.0195177710767442,-0.399034365791683,0.690571250480236,-0.0464288373058894,0.0308523144993377,TRUE,Estimated,0.941516607239795
